link,title,location,comapany name,description 
/jobs/p/ZxcUOYdE7Brk-PHP-Laravel-Developer-Happy-Trip-Cairo-Egypt?o=546&l=sp&t=sj&a=data science|search-v3|navbg,PHP Laravel Developer,"Cairo, Egypt",Happy Trip -,Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · PHP · Computer Science · Information Technology (IT) · javaScript · Git · MVC · HTML5
/jobs/p/5qH5Vg8pKkBM-IT-Technical-Support-Specialist-CLS-Learning-Solutions-Giza-Egypt?o=547&l=sp&t=sj&a=data science|search-v3|navbg,IT Technical Support Specialist,"Dokki, Giza, Egypt",CLS Learning Solutions -,Full TimeExperienced · 3 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · IT Technical Support · IT Technical · Information Technology (IT) · Computer Science · CISCO · Information Security · MCSA
/jobs/p/4fGMcTufjXWc-Advanced-Junior-Software-Tester---Cairo-Z2-Data-Cairo-Egypt?o=548&l=sp&t=sj&a=data science|search-v3|navbg,Advanced Junior Software Tester - Cairo,"Nasr City, Cairo, Egypt",Z2 Data -,Full TimeEntry Level · 1 - 5 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Automation · Computer Science · Information Technology (IT) · ISTQB · QC · Quality Control · Software
/jobs/p/pTYFDKCAynYC-System-Administrator-LxT-Giza-Egypt?o=549&l=sp&t=sj&a=data science|search-v3|navbg,System Administrator,"Mohandessin, Giza, Egypt",LxT -,Full TimeExperienced · 5 - 7 Yrs of Exp · Administration · IT/Software Development · Engineering - Telecom/Technology · Network Administration · Administration · System Administration · Information Technology (IT)
/jobs/p/kYR1DDi5eAbY-Senior-Software-Technical-Support-Application-Support-eVision-Cairo-Egypt?o=550&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Technical Support / Application Support,"New Cairo, Cairo, Egypt",eVision -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · SQL · Oracle · Microsoft SQL · Networking · Application Security · Computer Engineering · Technical Support
/jobs/p/1A1aSlwOS1kq-Product-Specialist-Medilab-International-Cairo-Egypt?o=551&l=sp&t=sj&a=data science|search-v3|navbg,Product Specialist,"Cairo, Egypt",Medilab International -,Full TimeEntry Level · 1 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Biomedical engineer · Biomedical · Medical · Medical Devices · Radiology · Sales · English
/jobs/p/Jf6PTxykfjXC-Senior-QC--Cairo-Z2-Data-Cairo-Egypt?o=552&l=sp&t=sj&a=data science|search-v3|navbg,Senior QC -Cairo,"Nasr City, Cairo, Egypt",Z2 Data -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Automation Testing · Communication · Computer Science · Information Technology (IT) · Quality Control · Software Testing
/jobs/p/3CxMQzimHZHy-Front-End-Developer-Ebla-Cairo-Egypt?o=553&l=sp&t=sj&a=data science|search-v3|navbg,Front-End Developer,"Nasr City, Cairo, Egypt",Ebla -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Front-End · Information Technology (IT) · Computer Science · Engineering · Software Development · Software Engineering · javaScript · HTML
/jobs/p/uIL7fgXRZ6pb-Java-Developer---Back-End-Ebla-Cairo-Egypt?o=554&l=sp&t=sj&a=data science|search-v3|navbg,Java Developer - Back End,"Nasr City, Cairo, Egypt",Ebla -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · javaScript · Information Technology (IT) · Engineering · Software Engineering · Software Development · Computer Science · JAVA 6
/jobs/p/fCoM8IAjK3LZ-SAP-Applications-Team-Leader-Elmarakby-Steel-Giza-Egypt?o=555&l=sp&t=sj&a=data science|search-v3|navbg,SAP Applications Team Leader,"6th of October, Giza, Egypt",Elmarakby Steel -,Full TimeExperienced · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SAP · SAP MM Module · .Net · Computer Engineering · Computer Science · English · ERP · Information Technology (IT)
/jobs/p/cFuMXOuyhrP9-SQL-Server-Developer-Genovity-Giza-Egypt?o=556&l=sp&t=sj&a=data science|search-v3|navbg,SQL Server Developer,"6th of October, Giza, Egypt",Genovity  -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JIRA · Development · Git · RDBMS · MS SQL · SVN · Software Development · SQL
/jobs/p/hQjVhBCQIBg2-System-Administrator-Safa-International-Travel-Giza-Egypt?o=557&l=sp&t=sj&a=data science|search-v3|navbg,System Administrator,"Dokki, Giza, Egypt",Safa International Travel -,Full TimeExperienced · 5 - 7 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Linux · Network Administration · System Administration · Software · Security
/jobs/p/0I5UcUl0fRR8-Front-End-Developer-Shelter-Technology-Cairo-Egypt?o=558&l=sp&t=sj&a=data science|search-v3|navbg,Front End Developer,"Heliopolis, Cairo, Egypt",Shelter Technology -,Full TimePart TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · VueJS · AngularJS · Web Development · Front-End Development · JavaScript · RESTful
/jobs/p/7Xe4EJuhpyMY-MEAL-Senior-Officer-Terre-des-hommes-Cairo-Egypt?o=559&l=sp&t=sj&a=data science|search-v3|navbg,MEAL Senior Officer,"Downtown, Cairo, Egypt",Terre des hommes -,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Analyst/Research · Microsoft Office · Project Evaluation · Business Administration · Education · Arabic · English
/jobs/p/L4dqi2g5Tpsq-District-Sales-Manager---Upper-Egypt-Sun-Pharma-Assiut-Egypt?o=560&l=sp&t=sj&a=data science|search-v3|navbg,District Sales Manager - Upper Egypt,"Assiut, Egypt",Sun Pharma -,Full TimeManager · 5 - 10 Yrs of Exp · Operations/Management · Sales/Retail · Pharmaceutical · Medical Sales · Sales · Pharmaceutical · District Sales · Management · Pharmacy · Sales Target
/jobs/p/JotmtiJKOVav-GK-Company-Odoo-Implementer-Al-Esraa-pharmaceutical-optima-Cairo-Egypt?o=561&l=sp&t=sj&a=data science|search-v3|navbg,GK Company ( Odoo Implementer ),"Badr City, Cairo, Egypt",Al-Esraa pharmaceutical optima -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Odoo ERP · Software Development
/jobs/p/8nZf9bHRSPX3-Lead-Test-Engineer-Fotopia-Cairo-Egypt?o=562&l=sp&t=sj&a=data science|search-v3|navbg,Lead Test Engineer,"Heliopolis, Cairo, Egypt",Fotopia -,Full TimeManager · 8 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ISTQB · Automation · Selenium · Testing · Software Testing · API · Agile · Computer Science
/jobs/p/72rDQkgrRqeM-Java-developers-idigit-Cairo-Egypt?o=563&l=sp&t=sj&a=data science|search-v3|navbg,Java developers,"Cairo, Egypt",idigit -,Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Software Development · Java · Information Technology (IT)
/jobs/p/O5rWaRhu1wj7-Product-Manager-Pharmaceutical-Pedia-Experience-Orchidia-Pharmaceutical-Industries-Cairo-Egypt?o=564&l=sp&t=sj&a=data science|search-v3|navbg,Product Manager (Pharmaceutical) (Pedia Experience),"Obour City, Cairo, Egypt",Orchidia Pharmaceutical Industries -,Full TimeManager · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Pharmaceutical · Marketing · Product Management · Marketing Planning · Marketing Strategies · Pharmacy · Pharmaceutical · Advertising · Medical
/jobs/p/XDJhlLE632Mc-Process-Engineer-Fine-Hygienic-Holding-Giza-Egypt?o=565&l=sp&t=sj&a=data science|search-v3|navbg,Process Engineer,"6th of October, Giza, Egypt",Fine Hygienic Holding -,Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Process · English · Manufacturing · Chemical Engineering · Chemical
/jobs/p/eDj7DEDCvjer-Senior Software Implementer-International-IT-Firm-KZSSImp-Pillars-Cairo-Egypt?o=566&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Implementer (International IT Firm) KZSSImp,"Cairo, Egypt",Pillars -,Full TimeExperienced · 8 - 11 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Software Development · Computer Science · Implementation · Design · Information Technology (IT) · Software Engineering · SQL
/jobs/p/xKwYKLzYzybI-Game-Tooling-Engineer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=567&l=sp&t=sj&a=data science|search-v3|navbg,Game Tooling Engineer,"Heliopolis, Cairo, Egypt",Limbic Entertainment (Cairo Office) -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Engineering · System Administration · Computer Science · Programming · Software Development · Information Technology (IT) · JIRA
/jobs/p/YeNHGaErDRo7-Business-Analyst---Call-Center-Sykes-Enterprises-Cairo-Egypt?o=568&l=sp&t=sj&a=data science|search-v3|navbg,Business Analyst - Call Center,"Maadi, Cairo, Egypt",Sykes Enterprises -,Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Analysis · Analyst · business · Business Analyst · Business Analysis · Process Improvement · continuous improvement · Information Technology (IT)
/jobs/p/dBb1SQnGqwqk-Senior-Mechanical-Power-Engineer-Sharqia-Egypt?o=569&l=sp&t=sj&a=data science|search-v3|navbg,Senior Mechanical Power Engineer,"Belbes, Sharqia, Egypt",Confidential -,Full TimeExperienced · 7 - 12 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering · Mechanical · Mechanical Engineering · Mathematics · Communication skills · Power · Power Engineering · Mechanical Power
/jobs/p/afbOBj262nxZ-Software-Engineer--Backend-WUZZUF-Cairo-Egypt?o=570&l=sp&t=sj&a=data science|search-v3|navbg,Software Engineer- Backend,"Cairo, Egypt",WUZZUF -,Full TimeExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Software Engineering · PHP · Laravel · Symfony · Backend
/jobs/p/O3BBNW09XlcR-Senior-Front-End-Engineer-WUZZUF-Cairo-Egypt?o=571&l=sp&t=sj&a=data science|search-v3|navbg,Senior Front End Engineer,"Maadi, Cairo, Egypt",WUZZUF -,Work From HomeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Software Development · Front-End Development · front-End developer · html · css · react · redux
/jobs/p/6rtyNR7Oaivk-Technical-Lead-Talent-Supplier-Cairo-Egypt?o=572&l=sp&t=sj&a=data science|search-v3|navbg,Technical Lead,"Maadi, Cairo, Egypt",Talent Supplier -,Full TimeManager · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Lead · Software Development · Engineering · .Net · ASP.NET Core · JavaScript
/jobs/p/EX5s1VVfV8HN-Learning-Development-Operations-Specialist-Impact-for-Learning-Development-Giza-Egypt?o=573&l=sp&t=sj&a=data science|search-v3|navbg,Learning & Development Operations Specialist,"Sheikh Zayed, Giza, Egypt",Impact for Learning & Development -,Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Business Development · Training/Instructor · Operations Management · Operations · Management · Team management · Customer Service · Business Development · Training
/jobs/p/P8YOXeWHTJ7t-NodeJS-Developer-Aseel-Cairo-Egypt?o=574&l=sp&t=sj&a=data science|search-v3|navbg,NodeJS Developer,"Cairo, Egypt",Aseel -,Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Magento · Node.js · Software Development · Back-End Development · Database · Frameworks · Information Technology (IT)
/jobs/p/6fXrDFppbzn6-Senior-Business-Application-Support-Al-Ahly-Medical-Company-Giza-Egypt?o=575&l=sp&t=sj&a=data science|search-v3|navbg,Senior Business Application Support,"Giza, Giza, Egypt",Al Ahly Medical Company -,Full TimeExperienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · business · computer · Customer Care · Customer Service · Customer Support · Information Technology (IT) · ERP
/jobs/p/bfH1EHP1BNsk-Material-Planning-Specialist-SAP-User-Alfa-Laboratories-Cairo-Egypt?o=576&l=sp&t=sj&a=data science|search-v3|navbg,Material Planning Specialist ( SAP User ),"Cairo, Egypt",Alfa Laboratories -,Full TimeExperienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · SAP · Logistics · Supply · Supply Chain · Planning · Business
/jobs/p/3V3U9co6EDcR-Quality-Assurance-Section-Head-Food-EVA-Cosmetics-Giza-Egypt?o=577&l=sp&t=sj&a=data science|search-v3|navbg,Quality Assurance Section Head / Food,"6th of October, Giza, Egypt",EVA Cosmetics  -,Full TimeManager · 10 - 12 Yrs of Exp · Manufacturing/Production · Quality · QA · Quality Assurance · Quality · Computer Skills · English · TQM · Investigations · Quality Auditing
/jobs/p/WmF6EGGY4v1x-Organization-Capacity-Building-Specialist-Land-Olakes-Cairo-Egypt?o=578&l=sp&t=sj&a=data science|search-v3|navbg,Organization Capacity Building Specialist,"Downtown, Cairo, Egypt",Land O'lakes  -,Full TimeFreelance / ProjectExperienced · 5 - 15 Yrs of Exp · Business Development · Human Resources · Training/Instructor · Capacity Building · Human Resources · Food Safety Management · Development · Emergency Response · English · Project Management
/jobs/p/qc5dMyupxWLU-Senior-Software-Tester-Worex-Cairo-Egypt?o=579&l=sp&t=sj&a=data science|search-v3|navbg,Senior Software Tester,"Maadi, Cairo, Egypt",Worex -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · Testing · Automation · Quality Assurance · Software Engineering · SQL
/jobs/p/c2SBj9SXx7KZ-Cost-Control-Engineer-United-Engineering-For-Construction-UECC-Giza-Egypt?o=580&l=sp&t=sj&a=data science|search-v3|navbg,Cost Control Engineer,"6th of October, Giza, Egypt",United Engineering For Construction (UECC) -,Full TimeEntry Level · 0 - 2 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil · Construction · Architecture · Civil Engineering · Engineering · Architecture Engineering
/jobs/p/FFTodRrYl3f3-Medical-Representative-in-Laboratory-Equipment-Clini-Lab-Cairo-Egypt?o=581&l=sp&t=sj&a=data science|search-v3|navbg,Medical Representative in Laboratory Equipment,"Maadi, Cairo, Egypt",Clini Lab -,Full TimeEntry Level · 1 - 2 Yrs of Exp · Medical/Healthcare · Medical · Laboratory · sales skills · Sales · Veterinary · Pharmacy · Sales Target
/jobs/p/9hj4yDu2jYrZ-Technical-Line-Manager-Chema-industries-Cairo-Egypt?o=582&l=sp&t=sj&a=data science|search-v3|navbg,Technical Line Manager,"Cairo, Egypt",Chema industries -,Full TimeManager · 7 - 15 Yrs of Exp · males_only · R&D/Science · Operations/Management · Technical Support · Marketing · pesticides · Fertilizers · seminars · trails
/jobs/p/BbDfjfCNGjaB-Production-Engineer-National-Paints-Cairo-Egypt?o=583&l=sp&t=sj&a=data science|search-v3|navbg,Production Engineer,"Obour City, Cairo, Egypt",National Paints -,Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Manufacturing/Production · Engineering - Other · Production · Plant · Engineering · Production engineer · Manufacturing · Liquid  · Paints
/jobs/p/PInyuI6u1TDi-Sales-Engineer-Sharqia-Egypt?o=584&l=sp&t=sj&a=data science|search-v3|navbg,Sales Engineer,"10th of Ramadan City, Sharqia, Egypt",Confidential -,Full TimeExperienced · 3 - 5 Yrs of Exp · Sales/Retail · B2B · B2B Sales · Communication · Communication skills · Engineering · Lighting · Sales · sales skills · Sales Target
/jobs/p/ewM1xPL7DeEw-Senior-Test-Automation-Engineer-LxT-Giza-Egypt?o=585&l=sp&t=sj&a=data science|search-v3|navbg,Senior Test Automation Engineer,"Mohandessin, Giza, Egypt",LxT -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Software Development · Software Testing · JIRA · Software Engineering · Selenium · Software Development Life Cycle · ISTQB
/jobs/p/pzmkSd32YNiM-HSE-Manager-Neisco-for-Modern-Water-Systems-Production-Cairo-Egypt?o=586&l=sp&t=sj&a=data science|search-v3|navbg,HSE Manager,"Badr City, Cairo, Egypt",Neisco for Modern Water Systems Production -,"Full TimeManager · 7 - 10 Yrs of Exp · R&D/Science · Operations/Management · Quality · HSE · Engineering · Management · Safety · Quality · Health, Safety and Environment · OSHA"
